"address","categoryName","claimThisBusiness","googleFoodUrl","hotelStars","location/lat","location/lng","openingHours/0/day","openingHours/0/hours","openingHours/1/day","openingHours/1/hours","openingHours/2/day","openingHours/2/hours","openingHours/3/day","openingHours/3/hours","openingHours/4/day","openingHours/4/hours","openingHours/5/day","openingHours/5/hours","openingHours/6/day","openingHours/6/hours","phone","price","rank","state","street","title","totalScore","url","website","reviewsCount"
"RMQ8+3X4, Đ. Số 15 Phuống 11, Phường 10, Gò Vấp, Hồ Chí Minh, Việt Nam","Điểm thu hút khách du lịch","true",,,"10.8376284","106.6674564",,,,,,,,,,,,,,,,,"16","Gò Vấp, Hồ Chí Minh","RMQ8+3X4, Đ. Số 15 Phuống 11","Công Ty Trầm Hương AGOL",,"https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20Ty%20Tr%E1%BA%A7m%20H%C6%B0%C6%A1ng%20AGOL&query_place_id=ChIJ7Qu4Y7QpdTERVA5a1PtfhNA",,"0"
"191 Đ. Lê Văn Thọ, Phường 8, Gò Vấp, Hồ Chí Minh, Việt Nam","Công viên","true",,,"10.841896","106.656146","Thứ Năm","04:15 to 21:45","Thứ Sáu","04:15 to 21:45","Thứ Bảy","04:15 to 21:45","Chủ Nhật","04:15 to 21:45","Thứ Hai","04:15 to 21:45","Thứ Ba","04:15 to 21:45","Thứ Tư","04:15 to 21:45",,,"15","Gò Vấp, Hồ Chí Minh","191 Đ. Lê Văn Thọ","Công viên Làng hoa Gò Vấp","4.3","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20vi%C3%AAn%20L%C3%A0ng%20hoa%20G%C3%B2%20V%E1%BA%A5p&query_place_id=ChIJ6WUyvqMpdTERuxv3tFoz63M",,"8034"
"Go Vap Floral Village Park, 191 Đ. Lê Văn Thọ, Phường 8, Gò Vấp, Hồ Chí Minh, Việt Nam","Sân chơi","true",,,"10.8418835","106.656059",,,,,,,,,,,,,,,,,"8","Gò Vấp, Hồ Chí Minh","Go Vap Floral Village Park, 191 Đ. Lê Văn Thọ","Go Vap Floral Village Park playground",,"https://www.google.com/maps/search/?api=1&query=Go%20Vap%20Floral%20Village%20Park%20playground&query_place_id=ChIJXTb7_mcpdTERrEeJ4m2wtBQ",,"0"
"684 Đ. Quang Trung, Phường 11, Gò Vấp, Hồ Chí Minh 728105, Việt Nam","Tiệm bánh","false","https://food.google.com/chooseprovider?restaurantId=/g/11cmzm0sq6&g2lbs=AOHF13n6MmTe1mG5swIvVuAdnndRs73VvL0KCTKBclZV2dNGwLrlBRE_E8_hUj622E2keBHmX_4fdlQqedtZPOhaEEp7mP_0maR8WYSIOqRYHuaA2YPwVqYvYzwZby0PcqJ06nB2XwzZ&hl=vi-GB&gl=uk&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=P-JzZqrKEeWqwPAPtKCByA0&ei=P-JzZqrKEeWqwPAPtKCByA0&fo_s=OA,SOE&opi=79508299&foub=mcpp",,"10.8363165","106.659375","Thứ Năm","09:00 to 22:30","Thứ Sáu","09:00 to 22:30","Thứ Bảy","09:00 to 22:30","Chủ Nhật","09:00 to 22:30","Thứ Hai","09:00 to 22:30","Thứ Ba","09:00 to 22:30","Thứ Tư","09:00 to 22:30",,"£","22","Gò Vấp, Hồ Chí Minh","684 Đ. Quang Trung","Bắp Rang Bơ Cô Tươi","4.3","https://www.google.com/maps/search/?api=1&query=B%E1%BA%AFp%20Rang%20B%C6%A1%20C%C3%B4%20T%C6%B0%C6%A1i&query_place_id=ChIJs-f5NacpdTERifgHUB5HN-s",,"16"
"209/9 Đ. Cây Trâm, Phường 8, Gò Vấp, Hồ Chí Minh, Việt Nam","Tiệm bánh","true",,,"10.8419154","106.6532526",,,,,,,,,,,,,,,,,"9","Gò Vấp, Hồ Chí Minh","209/9 Đ. Cây Trâm","Nhà anh Phong",,"https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20anh%20Phong&query_place_id=ChIJaf3-hjYpdTERYD5lgfM0OeY",,"0"
"237/8 Đ. Quang Trung, Phường 10, Gò Vấp, Hồ Chí Minh, Việt Nam","Điểm thu hút khách du lịch","true",,,"10.8285413","106.6732707","Thứ Năm","Mở cửa cả ngày","Thứ Sáu","Mở cửa cả ngày","Thứ Bảy","Mở cửa cả ngày","Chủ Nhật","Mở cửa cả ngày","Thứ Hai","Mở cửa cả ngày","Thứ Ba","Mở cửa cả ngày","Thứ Tư","Mở cửa cả ngày",,,"19","Gò Vấp, Hồ Chí Minh","237/8 Đ. Quang Trung","Cung Điện Fuong Wuynh",,"https://www.google.com/maps/search/?api=1&query=Cung%20%C4%90i%E1%BB%87n%20Fuong%20Wuynh&query_place_id=ChIJk7vhx48pdTERyswhDuuxYDM",,"0"
"380 Đ. Cây Trâm, Phường 8, Gò Vấp, Hồ Chí Minh, Việt Nam","Nhà tổ chức sự kiện","true",,,"10.8437481","106.6486411","Thứ Năm","08:00 to 17:00","Thứ Sáu","08:00 to 17:00","Thứ Bảy","08:00 to 17:00","Chủ Nhật","08:00 to 17:00","Thứ Hai","08:00 to 17:00","Thứ Ba","08:00 to 17:00","Thứ Tư","08:00 to 17:00","+84 908 998 092",,"7","Gò Vấp, Hồ Chí Minh","380 Đ. Cây Trâm","Cty TNHH Dv Giải Pháp Quản Lý Tân Phương Nam",,"https://www.google.com/maps/search/?api=1&query=Cty%20TNHH%20Dv%20Gi%E1%BA%A3i%20Ph%C3%A1p%20Qu%E1%BA%A3n%20L%C3%BD%20T%C3%A2n%20Ph%C6%B0%C6%A1ng%20Nam&query_place_id=ChIJsVJNdKIpdTERWHFfkrz_ufY",,"0"
"RMV4+2F5, Đ. Nguyễn Văn Khối, Phường 8, Gò Vấp, Hồ Chí Minh, Việt Nam","Công viên","true",,,"10.8425","106.6562195",,,,,,,,,,,,,,,,,"6","Gò Vấp, Hồ Chí Minh","RMV4+2F5, Đ. Nguyễn Văn Khối","Cổng số 2 (Nguyễn Văn Khối) Công viên Làng Hoa","2","https://www.google.com/maps/search/?api=1&query=C%E1%BB%95ng%20s%E1%BB%91%202%20(Nguy%E1%BB%85n%20V%C4%83n%20Kh%E1%BB%91i)%20C%C3%B4ng%20vi%C3%AAn%20L%C3%A0ng%20Hoa&query_place_id=ChIJJ4wRdt8pdTERvlef-4PNc5Q",,"1"
"RMR4+RRC, Phường 8, Gò Vấp, Hồ Chí Minh, Việt Nam","Công viên","true",,,"10.8420584","106.6570234",,,,,,,,,,,,,,,,,"5","Gò Vấp, Hồ Chí Minh","RMR4+RRC","Cổng số 1 ( Lê Văn Thọ) Công viên Làng Hoa","5","https://www.google.com/maps/search/?api=1&query=C%E1%BB%95ng%20s%E1%BB%91%201%20(%20L%C3%AA%20V%C4%83n%20Th%E1%BB%8D)%20C%C3%B4ng%20vi%C3%AAn%20L%C3%A0ng%20Hoa&query_place_id=ChIJ0_x8xI4pdTEROtqqfysmDT8",,"2"
"2C Đ. Cây Trâm, Phường 9, Gò Vấp, Hồ Chí Minh, Việt Nam","Cửa hàng thiết bị điện","true",,,"10.8427174","106.6568144","Thứ Năm","Mở cửa cả ngày","Thứ Sáu","Mở cửa cả ngày","Thứ Bảy","Mở cửa cả ngày","Chủ Nhật","Mở cửa cả ngày","Thứ Hai","Mở cửa cả ngày","Thứ Ba","Mở cửa cả ngày","Thứ Tư","Mở cửa cả ngày","+84 28 3589 3013",,"4","Gò Vấp, Hồ Chí Minh","2C Đ. Cây Trâm","Cửa Hàng Điện Nước Minh Lý 2","2","https://www.google.com/maps/search/?api=1&query=C%E1%BB%ADa%20H%C3%A0ng%20%C4%90i%E1%BB%87n%20N%C6%B0%E1%BB%9Bc%20Minh%20L%C3%BD%202&query_place_id=ChIJXzTivKMpdTERcZoNhqjbqVU",,"4"
"162/117 Đ. Nguyễn Văn Khối, Phường 9, Gò Vấp, Hồ Chí Minh 71417, Việt Nam","Công ty xây dựng","false",,,"10.8445914","106.6550329","Thứ Năm","08:00 to 17:00","Thứ Sáu","08:00 to 17:00","Thứ Bảy","08:00 to 12:00","Chủ Nhật","Đóng cửa","Thứ Hai","08:00 to 17:00","Thứ Ba","08:00 to 17:00","Thứ Tư","08:00 to 17:00","+84 938 102 868",,"2","Gò Vấp, Hồ Chí Minh","162/117 Đ. Nguyễn Văn Khối","CÔNG TY CP XÂY DỰNG & TM ĐẤT THÀNH - XÂY NHÀ TRỌN GÓI","4.2","https://www.google.com/maps/search/?api=1&query=C%C3%94NG%20TY%20CP%20X%C3%82Y%20D%E1%BB%B0NG%20%26%20TM%20%C4%90%E1%BA%A4T%20TH%C3%80NH%20-%20X%C3%82Y%20NH%C3%80%20TR%E1%BB%8CN%20G%C3%93I&query_place_id=ChIJZebiZFQodTERlsdSxs5rE6Q","https://datthanhcons.vn/","15"
"RMV4+285, Hẻm Số 1, Phường 8, Gò Vấp, Hồ Chí Minh, Việt Nam","Bãi đỗ xe","true",,,"10.8425065","106.6558732",,,,,,,,,,,,,,,,,"3","Gò Vấp, Hồ Chí Minh","RMV4+285, Hẻm Số 1","Bãi xe Công viên Làng Hoa Gò Vấp","4.3","https://www.google.com/maps/search/?api=1&query=B%C3%A3i%20xe%20C%C3%B4ng%20vi%C3%AAn%20L%C3%A0ng%20Hoa%20G%C3%B2%20V%E1%BA%A5p&query_place_id=ChIJ_Xsds6MpdTERfJZIhkpHRMw",,"14"
"RMR4+RQP, Phường 9, Gò Vấp, Hồ Chí Minh, Việt Nam","Công viên","true",,,"10.8420824","106.6569542",,,,,,,,,,,,,,,,,"1","Gò Vấp, Hồ Chí Minh","RMR4+RQP","Công viên Phường 9","4.6","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20vi%C3%AAn%20Ph%C6%B0%E1%BB%9Dng%209&query_place_id=ChIJaeR0N58pdTERyfxivt5YYoE",,"17"
"34 Đ. Số 15 Phuống 11, KDC Cityland Park Hills, Gò Vấp, Hồ Chí Minh, Việt Nam",,"true",,,"10.8398575","106.6637265",,,,,,,,,,,,,,,,,"40","Gò Vấp, Hồ Chí Minh","34 Đ. Số 15 Phuống 11","Công Ty Cp Đá Thạch Anh Khang Minh",,"https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20Ty%20Cp%20%C4%90%C3%A1%20Th%E1%BA%A1ch%20Anh%20Khang%20Minh&query_place_id=ChIJFTDFu64pdTERmdPR7afMOPk",,"0"
"234A Đ. Lê Văn Thọ, Phường 11, Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam","Quán cà phê","true",,,"10.844261","106.65724",,,,,,,,,,,,,,,,,"41","Gò Vấp, Thành phố Hồ Chí Minh","234A Đ. Lê Văn Thọ","Parks Milk Tea And More","5","https://www.google.com/maps/search/?api=1&query=Parks%20Milk%20Tea%20And%20More&query_place_id=ChIJZQy7bKMpdTERwn6xS8OCId4",,"1"
"92 Đ. Số 1, Phường 16, Gò Vấp, Hồ Chí Minh, Việt Nam","Gara đỗ xe","true",,,"10.8462657","106.6609418","Thứ Năm","Đóng cửa","Thứ Sáu","Đóng cửa","Thứ Bảy","Đóng cửa","Chủ Nhật","Đóng cửa","Thứ Hai","Mở cửa cả ngày","Thứ Ba","Mở cửa cả ngày","Thứ Tư","Mở cửa cả ngày","+84 386 336 494",,"39","Gò Vấp, Hồ Chí Minh","92 Đ. Số 1","ga ra oto hoang loc",,"https://www.google.com/maps/search/?api=1&query=ga%20ra%20oto%20hoang%20loc&query_place_id=ChIJjw8SuAYpdTERgdrJdsbomq0",,"0"
"379 Đ. Thống Nhất, Phường 11, Gò Vấp, Hồ Chí Minh, Việt Nam","Bãi đỗ xe","true",,,"10.8428","106.6646",,,,,,,,,,,,,,,"+84 965 116 333",,"38","Gò Vấp, Hồ Chí Minh","379 Đ. Thống Nhất","Bãi Giữ Xe 24/24 Thống Nhất","3","https://www.google.com/maps/search/?api=1&query=B%C3%A3i%20Gi%E1%BB%AF%20Xe%2024%2F24%20Th%E1%BB%91ng%20Nh%E1%BA%A5t&query_place_id=ChIJi5OUf68pdTERZo-OXR6c22c",,"2"
"245/5 Đ. Cây Trâm, Phường 8, Gò Vấp, Hồ Chí Minh, Việt Nam","Bãi đỗ xe","true",,,"10.8444466","106.652624","Thứ Năm","Mở cửa cả ngày","Thứ Sáu","Mở cửa cả ngày","Thứ Bảy","Mở cửa cả ngày","Chủ Nhật","Mở cửa cả ngày","Thứ Hai","Mở cửa cả ngày","Thứ Ba","Mở cửa cả ngày","Thứ Tư","Mở cửa cả ngày",,,"37","Gò Vấp, Hồ Chí Minh","245/5 Đ. Cây Trâm","Ắc quy xe ô tô Gò Vấp","5","https://www.google.com/maps/search/?api=1&query=%E1%BA%AEc%20quy%20xe%20%C3%B4%20t%C3%B4%20G%C3%B2%20V%E1%BA%A5p&query_place_id=ChIJP5yEgaUpdTERK8nSnrLyu5s","http://www.caubinhacquyhcm.com/","4"
"54 Đ. Số 12, KDC Cityland Park Hills, Gò Vấp, Hồ Chí Minh, Việt Nam",,"true",,,"10.8407737","106.6603209",,,,,,,,,,,,,,,,,"36","Gò Vấp, Hồ Chí Minh","54 Đ. Số 12","Công Ty Tnhh Huynh Đệ Việt",,"https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20Ty%20Tnhh%20Huynh%20%C4%90%E1%BB%87%20Vi%E1%BB%87t&query_place_id=ChIJp91aBKQpdTERYE9mUHenReo",,"0"
"51 Đường số 12, Khu Dân cư, Đ. Phan Văn Trị, Cityland Park Hills, Gò Vấp, Hồ Chí Minh 727000, Việt Nam","Công ty xuất nhập khẩu","false",,,"10.8431566","106.6591924",,,,,,,,,,,,,,,"+84 934 076 479",,"35","Gò Vấp, Hồ Chí Minh","51 Đường số 12, Khu Dân cư, Đ. Phan Văn Trị","CÔNG TY TNHH XUẤT NHẬP KHẨU ĐẠT THÀNH","1","https://www.google.com/maps/search/?api=1&query=C%C3%94NG%20TY%20TNHH%20XU%E1%BA%A4T%20NH%E1%BA%ACP%20KH%E1%BA%A8U%20%C4%90%E1%BA%A0T%20TH%C3%80NH&query_place_id=ChIJcX7ZX5QpdTERpsAAxnF8E34",,"1"
"296 Nguyễn Văn Khối, Phường 9, Gò Vấp, Hồ Chí Minh 700000, Việt Nam","Vườn","false",,,"10.8435598","106.650811","Thứ Năm","08:00 to 17:30","Thứ Sáu","08:00 to 17:30","Thứ Bảy","08:00 to 17:30","Chủ Nhật","Đóng cửa","Thứ Hai","08:00 to 17:30","Thứ Ba","08:00 to 17:30","Thứ Tư","08:00 to 17:30","+84 961 594 969",,"34","Gò Vấp, Hồ Chí Minh","296 Nguyễn Văn Khối","Công ty Cổ phần Thương Mại Dịch Vụ Ăn Sạch Uống Sạch","5","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20ty%20C%E1%BB%95%20ph%E1%BA%A7n%20Th%C6%B0%C6%A1ng%20M%E1%BA%A1i%20D%E1%BB%8Bch%20V%E1%BB%A5%20%C4%82n%20S%E1%BA%A1ch%20U%E1%BB%91ng%20S%E1%BA%A1ch&query_place_id=ChIJu8XBJNEndTERo3oV_NMN3VY","https://ansachuongsach.vn/","1"
"City Land Park Hill, 44 Đường Số 11, Phường 11, Gò Vấp, Hồ Chí Minh 71454, Việt Nam","Dịch vụ thang máy","true",,,"10.840168","106.6629153",,,,,,,,,,,,,,,"+84 967 827 710",,"33","Gò Vấp, Hồ Chí Minh","City Land Park Hill, 44 Đường Số 11","Thang Máy Gia Đình Nhập Khẩu",,"https://www.google.com/maps/search/?api=1&query=Thang%20M%C3%A1y%20Gia%20%C4%90%C3%ACnh%20Nh%E1%BA%ADp%20Kh%E1%BA%A9u&query_place_id=ChIJc3WP8BApdTERyXTVnDISi7Q","http://getis.vn/","0"
"111 Đ. Số 8, KDC Cityland Park Hills, Gò Vấp, Hồ Chí Minh, Việt Nam",,"true",,,"10.8403911","106.662428",,,,,,,,,,,,,,,,,"31","Gò Vấp, Hồ Chí Minh","111 Đ. Số 8","Công Ty Cổ Phần Xây Dựng Và Thương Mại Vạn Tín Phát",,"https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20Ty%20C%E1%BB%95%20Ph%E1%BA%A7n%20X%C3%A2y%20D%E1%BB%B1ng%20V%C3%A0%20Th%C6%B0%C6%A1ng%20M%E1%BA%A1i%20V%E1%BA%A1n%20T%C3%ADn%20Ph%C3%A1t&query_place_id=ChIJs5B3yakpdTERrfe4vyOcH8o",,"0"
"95 Đường số 21, Phường 8, Gò Vấp, Hồ Chí Minh, Việt Nam","Công viên xe dã ngoại","true",,,"10.8424367","106.6517162",,,,,,,,,,,,,,,,,"30","Gò Vấp, Hồ Chí Minh","95 Đường số 21","Khu vui chơi em bé","5","https://www.google.com/maps/search/?api=1&query=Khu%20vui%20ch%C6%A1i%20em%20b%C3%A9&query_place_id=ChIJtSn6dAIpdTERD-VTwXgwOOU",,"3"
"318 đường số 8 Hồ Chí Minh Hanoi City, 700000, Việt Nam","Khu công nghệ","false",,,"10.8451676","106.6590029","Thứ Năm","08:00 to 21:00","Thứ Sáu","08:00 to 21:00","Thứ Bảy","08:00 to 21:00","Chủ Nhật","08:00 to 21:00","Thứ Hai","08:00 to 21:00","Thứ Ba","08:00 to 21:00","Thứ Tư","08:00 to 21:00","+84 783 125 789",,"29","Gò Vấp, Hồ Chí Minh","318 đường số 8 Hồ Chí Minh Hanoi City","Congngheso",,"https://www.google.com/maps/search/?api=1&query=Congngheso&query_place_id=ChIJ8WTAO5QpdTERoZSo3B37ttU","https://katy.ptvn.online/Congnghehay","0"
"432 Đ. Lê Văn Thọ, Phường 16, Gò Vấp, Hồ Chí Minh 70000, Việt Nam","Quán cà phê","false","https://food.google.com/chooseprovider?restaurantId=/g/11ksrhp_tv&g2lbs=AOHF13m1R3pUTM-UujqCLvrbC3pz1DkiWK7N56xTuwB5PdL5ah2a-rrerT9JCNAi-CZ48Bdla0y7D2HoP-uBzy9IQ6VfesvoE3v-wO-Hg1EiW7uodb_ndHY%3D&hl=vi-GB&gl=uk&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=z-JzZrHFHeCGwPAPraKTuAU&ei=z-JzZrHFHeCGwPAPraKTuAU&fo_s=OA,SOE&opi=79508299&foub=mcpp",,"10.848971","106.6568435","Thứ Năm","07:00 to 23:00","Thứ Sáu","07:00 to 23:00","Thứ Bảy","07:00 to 23:00","Chủ Nhật","07:00 to 23:00","Thứ Hai","07:00 to 23:00","Thứ Ba","07:00 to 23:00","Thứ Tư","07:00 to 23:00","+84 28 7100 0432","££","25","Gò Vấp, Hồ Chí Minh","432 Đ. Lê Văn Thọ","Highlands Coffee Lê Văn Thọ - Gò Vấp","4","https://www.google.com/maps/search/?api=1&query=Highlands%20Coffee%20L%C3%AA%20V%C4%83n%20Th%E1%BB%8D%20-%20G%C3%B2%20V%E1%BA%A5p&query_place_id=ChIJC-FWeEcpdTERoUxiC_XXUKg","https://www.highlandscoffee.com.vn/","46"
"273 Phạm Văn Chiêu, Phường 14, Gò Vấp, Hồ Chí Minh, Việt Nam","Bãi đỗ xe","false",,,"10.8495984","106.6508123",,,,,,,,,,,,,,,"+84 932 130 353",,"24","Gò Vấp, Hồ Chí Minh","273 Phạm Văn Chiêu","bãi giữ xe ô tô 273","5","https://www.google.com/maps/search/?api=1&query=b%C3%A3i%20gi%E1%BB%AF%20xe%20%C3%B4%20t%C3%B4%20273&query_place_id=ChIJt4DGz8wpdTERAoHSYcXYKYY",,"4"
"14B Hẻm 1264/78 Đ. Lê Đức Thọ, Phường 13, Gò Vấp, Hồ Chí Minh, Việt Nam","Bãi đỗ xe","true",,,"10.8522039","106.6577649",,,,,,,,,,,,,,,,,"23","Gò Vấp, Hồ Chí Minh","14B Hẻm 1264/78 Đ. Lê Đức Thọ","Bãi Giữ Xe NVHTT Gò Vấp","3","https://www.google.com/maps/search/?api=1&query=B%C3%A3i%20Gi%E1%BB%AF%20Xe%20NVHTT%20G%C3%B2%20V%E1%BA%A5p&query_place_id=ChIJlwrrur4pdTER9mvOBkwoqTQ",,"2"
