"address","categoryName","claimThisBusiness","googleFoodUrl","hotelStars","location/lat","location/lng","openingHours/0/day","openingHours/0/hours","openingHours/1/day","openingHours/1/hours","openingHours/2/day","openingHours/2/hours","openingHours/3/day","openingHours/3/hours","openingHours/4/day","openingHours/4/hours","openingHours/5/day","openingHours/5/hours","openingHours/6/day","openingHours/6/hours","phone","price","rank","state","street","title","totalScore","url","website","reviewsCount"
"89B Tân Thới Hiệp 20, Tân Thới Hiệp, Quận 12, Hồ Chí Minh, Việt Nam","Bãi đỗ xe","true",,,"10.859428","106.6376929",,,,,,,,,,,,,,,,,"58","Quận 12, Hồ Chí Minh","89B Tân Thới Hiệp 20","Vựa ve chai Trang Holan",,"https://www.google.com/maps/search/?api=1&query=V%E1%BB%B1a%20ve%20chai%20Trang%20Holan&query_place_id=ChIJy4OdWhspdTERTkPqHJ489FY",,"0"
"6 đường DN6, Phường, KDC An Sương, Quận 12, Hồ Chí Minh, Việt Nam","Gara đỗ xe","false",,,"10.8461064","106.6239668","Thứ Tư","07:30 to 17:30","Thứ Năm","07:30 to 17:30","Thứ Sáu","07:30 to 17:30","Thứ Bảy","07:30 to 17:30","Chủ Nhật","07:30 to 17:30","Thứ Hai","07:30 to 17:30","Thứ Ba","07:30 to 17:30","+84 987 978 879",,"60","Quận 12, Hồ Chí Minh","6 đường DN6, Phường","Cty TNHH TM DV Gia Phát Auto","5","https://www.google.com/maps/search/?api=1&query=Cty%20TNHH%20TM%20DV%20Gia%20Ph%C3%A1t%20Auto&query_place_id=ChIJt11C_JUrdTER1vzUOBY3Ds0",,"1"
"SBI Building, Quang Trung Software park, Việt Nam","Công ty phần mềm","false",,,"10.854665","106.6254848","Thứ Tư","08:00 to 17:00","Thứ Năm","08:00 to 17:00","Thứ Sáu","08:00 to 17:00","Thứ Bảy","Đóng cửa","Chủ Nhật","Đóng cửa","Thứ Hai","08:00 to 17:00","Thứ Ba","08:00 to 17:00","+84 989 908 854",,"63","Quận 12, Hồ Chí Minh","SBI Building, Quang Trung Software park","InspireUI Ltd","4.5","https://www.google.com/maps/search/?api=1&query=InspireUI%20Ltd&query_place_id=ChIJZa8pttErdTERhSM2EMbdiUQ","https://inspireui.com/","22"
"Đ.Trung Mỹ Tây 2A/145 TMT 2A, Trung Mỹ Tây, Quận 12, Hồ Chí Minh 70000, Việt Nam","Bãi đỗ xe máy","false",,,"10.8514374","106.6163708","Thứ Tư","12:00 to 22:00","Thứ Năm","12:00 to 22:00","Thứ Sáu","12:00 to 22:00","Thứ Bảy","12:00 to 22:00","Chủ Nhật","12:00 to 22:00","Thứ Hai","12:00 to 22:00","Thứ Ba","12:00 to 22:00","+84 792 725 999",,"59","Quận 12, Hồ Chí Minh","Đ.Trung Mỹ Tây 2A/145 TMT 2A","Lẩu Nướng Hải Sản Đặt Tiệc - ANH DŨNG 145","5","https://www.google.com/maps/search/?api=1&query=L%E1%BA%A9u%20N%C6%B0%E1%BB%9Bng%20H%E1%BA%A3i%20S%E1%BA%A3n%20%C4%90%E1%BA%B7t%20Ti%E1%BB%87c%20-%20ANH%20D%C5%A8NG%20145&query_place_id=ChIJDxcCMUsrdTERFtd_T-Ip_P0",,"5"
"B150/2 Tổ 14 KP 2, Tân Thới Hiệp, Quận 12, Hồ Chí Minh, Việt Nam","Bãi đỗ xe","true",,,"10.858681","106.639299",,,,,,,,,,,,,,,,,"53","Quận 12, Hồ Chí Minh","B150/2 Tổ 14 KP 2","Đức nồi",,"https://www.google.com/maps/search/?api=1&query=%C4%90%E1%BB%A9c%20n%E1%BB%93i&query_place_id=ChIJkXoinIYpdTERFdD-yPwInQE",,"0"
"Unit 25, Quang Trung Software Park House 8, Tan Chanh Hiep Ward, District 12, Tân Hưng Thuận, Quận 12, Hồ Chí Minh, Việt Nam",,"true",,,"10.8551911","106.6281767",,,,,,,,,,,,,,,"+84 28 3715 5330",,"57","Quận 12, Hồ Chí Minh","Unit 25, Quang Trung Software Park House 8, Tan Chanh Hiep Ward, District 12","IDT Viet Nam Co. Ltd","4","https://www.google.com/maps/search/?api=1&query=IDT%20Viet%20Nam%20Co.%20Ltd&query_place_id=ChIJ3XTvTQMqdTERM_R7ir8iDo4",,"1"
"30/29 QL1A, Tân Hưng Thuận, Quận 12, Hồ Chí Minh, Việt Nam","Bãi đỗ xe","true",,,"10.851756","106.6311996",,,,,,,,,,,,,,,,,"54","Quận 12, Hồ Chí Minh","30/29 QL1A","Nhà xe Vạn Hạnh","2","https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20xe%20V%E1%BA%A1n%20H%E1%BA%A1nh&query_place_id=ChIJg3OZawApdTEReZuoUTne5Ok",,"4"
"828 Đ. Nguyễn Văn Quá, Đông Hưng Thuận, Quận 12, Hồ Chí Minh, Việt Nam","Bãi đỗ xe","true",,,"10.846793","106.634209",,,,,,,,,,,,,,,"+84 937 648 999",,"56","Quận 12, Hồ Chí Minh","828 Đ. Nguyễn Văn Quá","Công Ty CP TMDV Giữ Xe Đông Anh",,"https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20Ty%20CP%20TMDV%20Gi%E1%BB%AF%20Xe%20%C4%90%C3%B4ng%20Anh&query_place_id=ChIJ2asjG4YpdTER91_VpgeojTY",,"0"
"tổ 33 QL1A, Khu phố 2, Quận 12, Hồ Chí Minh 100000, Việt Nam","Bãi đỗ xe","false",,,"10.8487733","106.6235143","Thứ Tư","07:00 to 18:00","Thứ Năm","07:00 to 18:00","Thứ Sáu","07:00 to 18:00","Thứ Bảy","07:00 to 18:00","Chủ Nhật","07:00 to 18:00","Thứ Hai","07:00 to 18:00","Thứ Ba","07:00 to 18:00",,,"55","Quận 12, Hồ Chí Minh","tổ 33 QL1A","Bãi xe 18 - Vương Quốc","3","https://www.google.com/maps/search/?api=1&query=B%C3%A3i%20xe%2018%20-%20V%C6%B0%C6%A1ng%20Qu%E1%BB%91c&query_place_id=ChIJP8caxfsrdTERQoGkv9s8KLg",,"4"
"Hẻm 116 Đ. TMT 13, Trung Mỹ Tây, Quận 12, Hồ Chí Minh, Việt Nam","Bãi đỗ xe","false",,,"10.8562673","106.6138748","Thứ Tư","06:00 to 22:00","Thứ Năm","06:00 to 22:00","Thứ Sáu","06:00 to 22:00","Thứ Bảy","06:00 to 22:00","Chủ Nhật","06:00 to 22:00","Thứ Hai","06:00 to 22:00","Thứ Ba","06:00 to 22:00","+84 938 800 058",,"52","Quận 12, Hồ Chí Minh","Hẻm 116 Đ. TMT 13","Bãi Xe Tải Thành Công","5","https://www.google.com/maps/search/?api=1&query=Ba%CC%83i%20Xe%20Ta%CC%89i%20Tha%CC%80nh%20C%C3%B4ng&query_place_id=ChIJt9kS0s4rdTERhxzJ8x7895I",,"3"
"6 Đ. Tô Ký, Trung Mỹ Tây, Quận 12, Thành phố Hồ Chí Minh, Việt Nam","Dịch vụ vận tải","true",,,"10.8562989","106.62189",,,,,,,,,,,,,,,,,"50","Quận 12, Thành phố Hồ Chí Minh","6 Đ. Tô Ký","LOGISTIC VIETTEL PARKING AREA",,"https://www.google.com/maps/search/?api=1&query=LOGISTIC%20VIETTEL%20PARKING%20AREA&query_place_id=ChIJR6pffEQrdTERzOQ1tZBI588",,"0"
"Quang Trung Software Park House 6, Tan Chanh Hiep Ward, District 12, Tân Hưng Thuận, Quận 12, Hồ Chí Minh, Việt Nam","Công ty phần mềm","true",,,"10.8548004","106.6282519",,,,,,,,,,,,,,,"+84 28 3715 5048",,"51","Quận 12, Hồ Chí Minh","Quang Trung Software Park House 6, Tan Chanh Hiep Ward, District 12","Pyramid Software Development Pte Ent (PSD)",,"https://www.google.com/maps/search/?api=1&query=Pyramid%20Software%20Development%20Pte%20Ent%20(PSD)&query_place_id=ChIJLeKgiCAqdTERqi8tFdt_8Vg",,"0"
"122 Đ. Nguyễn Thị Đặng, Tân Thới Hiệp, Quận 12, Thành phố Hồ Chí Minh, Việt Nam","Bãi đỗ xe","true",,,"10.8612841","106.6399409",,,,,,,,,,,,,,,,,"49","Quận 12, Thành phố Hồ Chí Minh","122 Đ. Nguyễn Thị Đặng","Tiệm Dyno Xe",,"https://www.google.com/maps/search/?api=1&query=Ti%E1%BB%87m%20Dyno%20Xe&query_place_id=ChIJ5xvwvNopdTERspZUX-8teQI",,"0"
"21/5B DHT23 tổ7 KP1A, Tân Thới Hiệp, Quận 12, Hồ Chí Minh, Việt Nam","Gara đỗ xe","true",,,"10.8518418","106.6392611",,,,,,,,,,,,,,,,,"48","Quận 12, Hồ Chí Minh","21/5B DHT23 tổ7 KP1A","The Deep Ocean Garage",,"https://www.google.com/maps/search/?api=1&query=The%20Deep%20Ocean%20Garage&query_place_id=ChIJMUbW6x8pdTERPUhe-_X3CWM",,"0"
"13 Tổ 26 KP2, Trung Mỹ Tây, Quận 12, Thành phố Hồ Chí Minh, Việt Nam","Bãi đỗ xe","true",,,"10.854635","106.61741",,,,,,,,,,,,,,,,,"47","Quận 12, Thành phố Hồ Chí Minh","13 Tổ 26 KP2","ANFA HOME",,"https://www.google.com/maps/search/?api=1&query=ANFA%20HOME&query_place_id=ChIJJe7VpOUrdTERZX63xxcFQqc",,"0"
"778 Đ. Nguyễn Văn Quá, Đông Hưng Thuận, Quận 12, Hồ Chí Minh, Việt Nam","Bãi đỗ xe","true",,,"10.8460229","106.6337323","Thứ Tư","Mở cửa cả ngày","Thứ Năm","Mở cửa cả ngày","Thứ Sáu","Mở cửa cả ngày","Thứ Bảy","Mở cửa cả ngày","Chủ Nhật","Mở cửa cả ngày","Thứ Hai","Mở cửa cả ngày","Thứ Ba","Mở cửa cả ngày","+84 818 850 850",,"46","Quận 12, Hồ Chí Minh","778 Đ. Nguyễn Văn Quá","Bãi xe 778","5","https://www.google.com/maps/search/?api=1&query=B%C3%A3i%20xe%20778&query_place_id=ChIJa9oA38gpdTERJQ-ty7q7rbw",,"5"
"21/2 Tổ 6 KP1, Tân Thới Hiệp, Quận 12, Hồ Chí Minh, Việt Nam","Bãi đỗ xe","true",,,"10.8519965","106.6393056","Thứ Tư","06:00 to 22:00","Thứ Năm","06:00 to 22:00","Thứ Sáu","06:00 to 22:00","Thứ Bảy","06:00 to 22:00","Chủ Nhật","06:00 to 22:00","Thứ Hai","06:00 to 22:00","Thứ Ba","06:00 to 22:00",,,"43","Quận 12, Hồ Chí Minh","21/2 Tổ 6 KP1","Bãi xe ĐTH23","5","https://www.google.com/maps/search/?api=1&query=B%C3%A3i%20xe%20%C4%90TH23&query_place_id=ChIJQYp8NQApdTERB7JDMjKKWVo",,"2"
"B220 Kp3 tổ9kp3, Đông Hưng Thuận, Quận 12, Hồ Chí Minh, Việt Nam","Bãi đỗ xe","true",,,"10.846186","106.631323","Thứ Tư","Mở cửa cả ngày","Thứ Năm","Mở cửa cả ngày","Thứ Sáu","Mở cửa cả ngày","Thứ Bảy","Mở cửa cả ngày","Chủ Nhật","Mở cửa cả ngày","Thứ Hai","Mở cửa cả ngày","Thứ Ba","Mở cửa cả ngày",,,"45","Quận 12, Hồ Chí Minh","B220 Kp3 tổ9kp3","Bãi Giữ Xe Thịnh Cường",,"https://www.google.com/maps/search/?api=1&query=B%C3%A3i%20Gi%E1%BB%AF%20Xe%20Th%E1%BB%8Bnh%20C%C6%B0%E1%BB%9Dng&query_place_id=ChIJ2ZcFW1IpdTERl4EeIsWNpUw",,"0"
"205, Trung Mỹ Tây, Quận 12, Thành phố Hồ Chí Minh, Việt Nam","Bãi đỗ xe","true",,,"10.8564214","106.6129757",,,,,,,,,,,,,,,,,"44","Quận 12, Thành phố Hồ Chí Minh","205","Bãi đỗ xe205",,"https://www.google.com/maps/search/?api=1&query=B%C3%A3i%20%C4%91%E1%BB%97%20xe205&query_place_id=ChIJGWCQlZQrdTERWIb4mBewKNM",,"0"
"715 Đ. Nguyễn Văn Quá, Đông Hưng Thuận, Quận 12, Hồ Chí Minh 700000, Việt Nam","Cửa hàng dược thảo","false",,,"10.8511051","106.6371816","Thứ Tư","08:00 to 17:30","Thứ Năm","08:00 to 17:30","Thứ Sáu","08:00 to 17:30","Thứ Bảy","08:00 to 16:30","Chủ Nhật","08:00 to 11:30","Thứ Hai","08:00 to 17:30","Thứ Ba","08:00 to 17:30","+84 921 189 360",,"41","Quận 12, Hồ Chí Minh","715 Đ. Nguyễn Văn Quá","Đông Nam Dược Cổ Truyền","5","https://www.google.com/maps/search/?api=1&query=%C4%90%C3%B4ng%20Nam%20D%C6%B0%E1%BB%A3c%20C%E1%BB%95%20Truy%E1%BB%81n&query_place_id=ChIJa95bTlUldTER1iUyef74gKs",,"2"
"134 D. Thị Mười, Tân Thới Hiệp, Quận 12, Hồ Chí Minh, Việt Nam","Bãi đỗ xe","true",,,"10.8597981","106.6322457",,,,,,,,,,,,,,,"+84 901 073 073",,"42","Quận 12, Hồ Chí Minh","134 D. Thị Mười","Trạm sạc Vinfast","5","https://www.google.com/maps/search/?api=1&query=Tr%E1%BA%A1m%20s%E1%BA%A1c%20Vinfast&query_place_id=ChIJP5_NPXEpdTERluzz6634Ldk",,"4"
"L32 Hà Thị Khiêm, Trung Mỹ Tây, Quận 12, Hồ Chí Minh 70000, Việt Nam","Bãi đỗ xe","false",,,"10.8526574","106.62447","Thứ Tư","Mở cửa cả ngày","Thứ Năm","Mở cửa cả ngày","Thứ Sáu","Mở cửa cả ngày","Thứ Bảy","Mở cửa cả ngày","Chủ Nhật","Mở cửa cả ngày","Thứ Hai","Mở cửa cả ngày","Thứ Ba","Mở cửa cả ngày","+84 909 960 036",,"40","Quận 12, Hồ Chí Minh","L32 Hà Thị Khiêm","Bãi xe Hoa Le","5","https://www.google.com/maps/search/?api=1&query=B%C3%A3i%20xe%20Hoa%20Le&query_place_id=ChIJmY5jvbkrdTERvMoU4KQYvVg",,"1"
"SBI Building, Quang Trung City Park, Tan Chanh Hiep Ward, District 12, Tân Hưng Thuận, Quận 12, Hồ Chí Minh, Việt Nam","Công ty phần mềm","true",,,"10.853853","106.626198","Thứ Tư","08:00 to 17:00","Thứ Năm","08:00 to 17:00","Thứ Sáu","08:00 to 17:00","Thứ Bảy","Đóng cửa","Chủ Nhật","Đóng cửa","Thứ Hai","08:00 to 17:00","Thứ Ba","08:00 to 17:00","+84 28 3842 6015",,"39","Quận 12, Hồ Chí Minh","SBI Building, Quang Trung City Park, Tan Chanh Hiep Ward, District 12","TEB Software Company Ltd.","4","https://www.google.com/maps/search/?api=1&query=TEB%20Software%20Company%20Ltd.&query_place_id=ChIJl8cB2CAqdTERDRidKmC0avk",,"1"
"VJ4H+5P3, Đông Hưng Thuận, Quận 12, Hồ Chí Minh, Việt Nam","Giá để xe đạp","true",,,"10.8553934","106.6292865",,,,,,,,,,,,,,,,,"38","Quận 12, Hồ Chí Minh","VJ4H+5P3","Bicycle-parking space Bang Gia Giu Xe 02 Banh",,"https://www.google.com/maps/search/?api=1&query=Bicycle-parking%20space%20Bang%20Gia%20Giu%20Xe%2002%20Banh&query_place_id=ChIJ4WYsf4opdTERUB3R-6lOln4",,"0"
"QTSC Building 1, Đ. Quang Trung, Software Park, Quận 12, Hồ Chí Minh 700000, Việt Nam","Công ty phần mềm","false",,,"10.8544366","106.6274032","Thứ Tư","08:30 to 17:30","Thứ Năm","08:30 to 17:30","Thứ Sáu","08:30 to 17:30","Thứ Bảy","Đóng cửa","Chủ Nhật","Đóng cửa","Thứ Hai","08:30 to 17:30","Thứ Ba","08:30 to 17:30","+84 389 004 779",,"37","Quận 12, Hồ Chí Minh","QTSC Building 1, Đ. Quang Trung","DigiEx Group","5","https://www.google.com/maps/search/?api=1&query=DigiEx%20Group&query_place_id=ChIJib8NkpMpdTER5WrKhOnHY58","https://digiex.asia/","12"
"Tân Chánh Hiệp, Quận 12, Hồ Chí Minh, Việt Nam","Viện đào tạo phần mềm","false",,,"10.852994","106.6267839","Thứ Tư","08:00 to 16:30","Thứ Năm","08:00 to 16:30","Thứ Sáu","08:00 to 16:30","Thứ Bảy","Đóng cửa","Chủ Nhật","Đóng cửa","Thứ Hai","08:00 to 16:30","Thứ Ba","08:00 to 16:30","+84 28 3715 8888",,"34","Quận 12, Hồ Chí Minh",,"Công Viên Phần Mềm Quang Trung","4.5","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20Vi%C3%AAn%20Ph%E1%BA%A7n%20M%E1%BB%81m%20Quang%20Trung&query_place_id=ChIJ5fkOC-4rdTERqJeqR56lTVs","https://www.qtsc.com.vn/gioi-thieu","985"
"181/20C Hẻm 134 Đ. Thị Mười, Tân Thới Hiệp, Quận 12, Hồ Chí Minh, Việt Nam","Trang trại","true",,,"10.8590235","106.6333096",,,,,,,,,,,,,,,,,"35","Quận 12, Hồ Chí Minh","181/20C Hẻm 134 Đ. Thị Mười","Green Farm",,"https://www.google.com/maps/search/?api=1&query=Green%20Farm&query_place_id=ChIJs6pFxvQpdTER5S5HvtjH2X0",,"0"
"379 (Cầu Sắt Sập, Đ. TX 25, Thạnh Xuân, Quận 12, Hồ Chí Minh, Việt Nam","Điểm thu hút khách du lịch","false",,,"10.8793806","106.6596039","Thứ Tư","07:00 to 19:00","Thứ Năm","07:00 to 19:00","Thứ Sáu","07:00 to 19:00","Thứ Bảy","07:00 to 19:00","Chủ Nhật","07:00 to 19:00","Thứ Hai","07:00 to 19:00","Thứ Ba","07:00 to 19:00","+84 984 646 464",,"23","Quận 12, Hồ Chí Minh","379 (Cầu Sắt Sập, Đ. TX 25","Phim trường NGỌC CHÂU","4.5","https://www.google.com/maps/search/?api=1&query=Phim%20tr%C6%B0%E1%BB%9Dng%20NG%E1%BB%8CC%20CH%C3%82U&query_place_id=ChIJ5cxEZzLXdDERuJ9dHU1oBY0","https://www.facebook.com/100343065884877/posts/122075870378263/?d=n","15"
"16 D. Thị Mười, Tân Hưng Thuận, Quận 12, Hồ Chí Minh, Việt Nam","Xe lượn","false",,,"10.8583606","106.6296001",,,,,,,,,,,,,,,"+84 931 436 363",,"36","Quận 12, Hồ Chí Minh","16 D. Thị Mười","Sua chưa xe Cuong hai","5","https://www.google.com/maps/search/?api=1&query=Sua%20ch%C6%B0a%20xe%20Cuong%20hai&query_place_id=ChIJKwjKry0pdTERnFa7z2J3qwY",,"1"
"Quang Trung Software City, Tân Hưng Thuận, Quận 12, Hồ Chí Minh, Việt Nam","Bãi đỗ xe","true",,,"10.8547102","106.6311225",,,,,,,,,,,,,,,,,"31","Quận 12, Hồ Chí Minh","Quang Trung Software City","SMS Car Park",,"https://www.google.com/maps/search/?api=1&query=SMS%20Car%20Park&query_place_id=ChIJHZS6YDwpdTERsduGT5460jE",,"0"
"210 Hà Đặc, Trung Mỹ Tây, Quận 12, Hồ Chí Minh 26785, Việt Nam","Khu công nghệ","false",,,"10.8573254","106.615511","Thứ Tư","07:30 to 18:00","Thứ Năm","07:30 to 18:00","Thứ Sáu","07:30 to 18:00","Thứ Bảy","07:30 to 18:00","Chủ Nhật","Đóng cửa","Thứ Hai","07:30 to 18:00","Thứ Ba","07:30 to 18:00","+84 908 644 680",,"33","Quận 12, Hồ Chí Minh","210 Hà Đặc","Đông Trùng Hạ Thảo AT","3.7","https://www.google.com/maps/search/?api=1&query=%C4%90%C3%B4ng%20Tr%C3%B9ng%20H%E1%BA%A1%20Th%E1%BA%A3o%20AT&query_place_id=ChIJhVviHaQrdTERL_PWmeZJTl4","http://dongtrunghathaoat.tunn.vn/","3"
"VJ4J+524, Tân Hưng Thuận, Quận 12, Hồ Chí Minh, Việt Nam","Khu thương mại","true",,,"10.8553824","106.630074","Thứ Tư","06:30 to 19:00","Thứ Năm","06:30 to 19:00","Thứ Sáu","06:30 to 19:00","Thứ Bảy","06:30 to 19:00","Chủ Nhật","06:30 to 19:00","Thứ Hai","06:30 to 19:00","Thứ Ba","06:30 to 19:00","+84 28 3891 1652 ext. 3",,"32","Quận 12, Hồ Chí Minh","VJ4J+524","Tòa Nhà JVPE Building","4.2","https://www.google.com/maps/search/?api=1&query=T%C3%B2a%20Nh%C3%A0%20JVPE%20Building&query_place_id=ChIJayaoZIopdTERi0QVoUS9UUk","http://www.jvpebuilding.com.vn/","43"
"85/8A Đường TMT17, KP4, Tổ 52, Trung Mỹ Tây, Quận 12, Hồ Chí Minh, Việt Nam","Vườn","false",,,"10.854009","106.6124343",,,,,,,,,,,,,,,,,"29","Quận 12, Hồ Chí Minh","85/8A Đường TMT17, KP4, Tổ 52","Nhà Thạch Hiền","4.5","https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20Th%E1%BA%A1ch%20Hi%E1%BB%81n&query_place_id=ChIJVTCD250rdTERyVqJCnEBRo4",,"6"
"113/37/20 Đông Bắc, Tân Chánh Hiệp, Quận 12, Hồ Chí Minh 71506, Việt Nam","Vườn","false",,,"10.8584382","106.6281057","Thứ Tư","09:00 to 17:00","Thứ Năm","09:00 to 17:00","Thứ Sáu","09:00 to 17:00","Thứ Bảy","09:00 to 12:00","Chủ Nhật","Đóng cửa","Thứ Hai","09:00 to 17:00","Thứ Ba","09:00 to 17:00","+84 702 814 217",,"30","Quận 12, Hồ Chí Minh","113/37/20 Đông Bắc","Yêu Cá",,"https://www.google.com/maps/search/?api=1&query=Y%C3%AAu%20C%C3%A1&query_place_id=ChIJDx7E4WUrdTERFWFvjZRWaU0",,"0"
