"address","categoryName","claimThisBusiness","googleFoodUrl","hotelStars","location/lat","location/lng","openingHours/0/day","openingHours/0/hours","openingHours/1/day","openingHours/1/hours","openingHours/2/day","openingHours/2/hours","openingHours/3/day","openingHours/3/hours","openingHours/4/day","openingHours/4/hours","openingHours/5/day","openingHours/5/hours","openingHours/6/day","openingHours/6/hours","phone","price","rank","state","street","title","totalScore","url","website","reviewsCount"
"322 Đ. Nguyễn Thị Minh Khai, Phường 5, Quận 3, Hồ Chí Minh, Việt Nam","Nhà hàng Trung Quốc","true",,,"10.7728191","106.6883339","Thứ Tư","06:30 to 11:00","Thứ Năm","06:30 to 11:00","Thứ Sáu","06:30 to 11:00","Thứ Bảy","06:30 to 11:00","Chủ Nhật","06:30 to 11:00","Thứ Hai","06:30 to 11:00","Thứ Ba","06:30 to 11:00","+84 28 3834 0858","$$","66","Quận 3, Hồ Chí Minh","322 Đ. Nguyễn Thị Minh Khai","Quán ăn Tân Sanh Hoạt","3.9","https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20%C4%83n%20T%C3%A2n%20Sanh%20Ho%E1%BA%A1t&query_place_id=ChIJeW6OrTwvdTER8JoTIQCd7-s",,"442"
"80/56 Trần Quang Diệu, Phường 14, Quận 3, Hồ Chí Minh, Việt Nam","Nhà hàng Việt Nam","true",,,"10.7894733","106.6793514","Thứ Tư","09:00 to 22:00","Thứ Năm","09:00 to 22:00","Thứ Sáu","09:00 to 22:00","Thứ Bảy","09:00 to 22:00","Chủ Nhật","09:00 to 22:00","Thứ Hai","09:00 to 22:00","Thứ Ba","09:00 to 22:00","+84 28 3843 6498","$$","41","Quận 3, Hồ Chí Minh","80/56 Trần Quang Diệu","Kim Long","3.9","https://www.google.com/maps/search/?api=1&query=Kim%20Long&query_place_id=ChIJZZtMISsvdTERZpF39SipNCc",,"219"
"48 Đường Nguyễn Văn Mai, Phường 8, Quận 3, Hồ Chí Minh 700000, Việt Nam","Nhà hàng","false",,,"10.7897376","106.6874268","Thứ Tư","16:00 to 22:30","Thứ Năm","16:00 to 22:30","Thứ Sáu","16:00 to 22:30","Thứ Bảy","16:00 to 22:30","Chủ Nhật","16:00 to 22:30","Thứ Hai","16:00 to 22:30","Thứ Ba","16:00 to 22:30","+84 848 038 048",,"32","Quận 3, Hồ Chí Minh","48 Đường Nguyễn Văn Mai","no nê eatery","3.9","https://www.google.com/maps/search/?api=1&query=no%20n%C3%AA%20eatery&query_place_id=ChIJoePl0UsvdTEROxNnzJ8tN6c","https://www.facebook.com/none.eatery","178"
"108/67B1, 108/67 Trần Quang Diệu, Phường 14, Quận 3, Hồ Chí Minh 70000, Việt Nam","Nhà hàng ý","false",,,"10.7903438","106.6799275","Thứ Tư","17:00 to 22:00","Thứ Năm","17:00 to 22:00","Thứ Sáu","17:00 to 22:00","Thứ Bảy","17:00 to 22:00","Chủ Nhật","17:00 to 22:00","Thứ Hai","17:00 to 22:00","Thứ Ba","17:00 to 22:00","+84 937 562 056",,"36","Quận 3, Hồ Chí Minh","108/67B1, 108/67 Trần Quang Diệu","La Yves - Restaurant","4.7","https://www.google.com/maps/search/?api=1&query=La%20Yves%20-%20Restaurant&query_place_id=ChIJjdp8mywpdTEREJBtqtP3pcg",,"44"
"19 Võ Văn Tần, Phường 6, Quận 3, Hồ Chí Minh 70000, Việt Nam","Nhà hàng ăn nhanh","false",,,"10.7782857","106.6922956","Thứ Tư","06:00 to 21:00","Thứ Năm","06:00 to 21:00","Thứ Sáu","06:00 to 21:00","Thứ Bảy","06:00 to 21:00","Chủ Nhật","06:00 to 21:00","Thứ Hai","06:00 to 21:00","Thứ Ba","06:00 to 21:00","+84 909 495 665",,"61","Quận 3, Hồ Chí Minh","19 Võ Văn Tần","Bánh Mì Pate - PateDeli","3.8","https://www.google.com/maps/search/?api=1&query=B%C3%A1nh%20M%C3%AC%20Pate%20-%20PateDeli&query_place_id=ChIJdWRUyEMvdTERGlWonqTVj20",,"30"
"117 Nguyễn Đình Chiểu, Phường 6, Quận 3, Hồ Chí Minh, Việt Nam","Nhà hàng sushi","false",,,"10.7784059","106.6901339","Thứ Tư","10:00 to 21:00","Thứ Năm","10:00 to 21:00","Thứ Sáu","10:00 to 21:00","Thứ Bảy","10:00 to 21:00","Chủ Nhật","Đóng cửa","Thứ Hai","10:00 to 21:00","Thứ Ba","10:00 to 21:00","+84 981 209 696",,"62","Quận 3, Hồ Chí Minh","117 Nguyễn Đình Chiểu","Dachisushi","4.5","https://www.google.com/maps/search/?api=1&query=Dachisushi&query_place_id=ChIJoTX2OAEvdTERaMqPiGSg1uw",,"8"
"311a Võ Văn Tần, Phường 5, Quận 3, Hồ Chí Minh, Việt Nam","Nhà hàng mì Trung Quốc","true",,,"10.7716764","106.685861","Thứ Tư","08:00 to 21:00","Thứ Năm","08:00 to 21:00","Thứ Sáu","08:00 to 21:00","Thứ Bảy","08:00 to 21:00","Chủ Nhật","08:00 to 21:00","Thứ Hai","08:00 to 21:00","Thứ Ba","08:00 to 21:00","+84 906 895 848",,"63","Quận 3, Hồ Chí Minh","311a Võ Văn Tần","Tiệm mì Phúc Khiêm","3","https://www.google.com/maps/search/?api=1&query=Ti%E1%BB%87m%20m%C3%AC%20Ph%C3%BAc%20Khi%C3%AAm&query_place_id=ChIJK2gpECMvdTERmHc5DaYOyHA","https://www.foody.vn/ho-chi-minh/mi-gia-hiep-phat","23"
"399/43 Nguyễn Đình Chiểu, Phường 5, Quận 3, Hồ Chí Minh, Việt Nam","Nhà hàng","true",,,"10.7708142","106.684003","Thứ Tư","10:30 to 12:30","Thứ Năm","10:30 to 12:30","Thứ Sáu","10:30 to 12:30","Thứ Bảy","10:30 to 12:30","Chủ Nhật","Đóng cửa","Thứ Hai","10:30 to 12:30","Thứ Ba","10:30 to 12:30",,,"65","Quận 3, Hồ Chí Minh","399/43 Nguyễn Đình Chiểu","Ca Kho To Restaurant","5","https://www.google.com/maps/search/?api=1&query=Ca%20Kho%20To%20Restaurant&query_place_id=ChIJdYITTCIvdTERk7AGpGWDMqQ",,"4"
"192 Đ. Nam Kỳ Khởi Nghĩa, Phường 6, Quận 3, Hồ Chí Minh 70000, Việt Nam","Nhà hàng","false",,,"10.7824683","106.6924602","Thứ Tư","06:30 to 22:00","Thứ Năm","06:30 to 22:00","Thứ Sáu","06:30 to 22:00","Thứ Bảy","06:30 to 22:00","Chủ Nhật","06:30 to 22:00","Thứ Hai","06:30 to 22:00","Thứ Ba","06:30 to 22:00","+84 28 3888 8866",,"38","Quận 3, Hồ Chí Minh","192 Đ. Nam Kỳ Khởi Nghĩa","Le Café Restaurant & Bar","4.5","https://www.google.com/maps/search/?api=1&query=Le%20Caf%C3%A9%20Restaurant%20%26%20Bar&query_place_id=ChIJgw5pWOsvdTER4a8BFwS29Gs","https://www.sherwoodsuites.vn/dining/le-cafe-restaurant-bar","29"
"23A Ngô Thời Nhiệm, Phường 6, Quận 3, Hồ Chí Minh 700000, Việt Nam","Quán bia","false",,,"10.780735","106.690386","Thứ Tư","11:00 to 00:00","Thứ Năm","11:00 to 00:00","Thứ Sáu","11:00 to 00:00","Thứ Bảy","11:00 to 00:00","Chủ Nhật","11:00 to 00:00","Thứ Hai","11:00 to 00:00","Thứ Ba","11:00 to 00:00","+84 28 2215 7068",,"41","Quận 3, Hồ Chí Minh","23A Ngô Thời Nhiệm","Pasteur Street Craft Beer - Ngô Thời Nhiệm Taproom & Restaurant","4.8","https://www.google.com/maps/search/?api=1&query=Pasteur%20Street%20Craft%20Beer%20-%20Ng%C3%B4%20Th%E1%BB%9Di%20Nhi%E1%BB%87m%20Taproom%20%26%20Restaurant&query_place_id=ChIJAwkUr0gvdTER1uW9NRB_Zm4","https://pasteurstreet.com/","1481"
"QMHW+V2R, Đ. Nguyễn Thị Minh Khai, Phường 6, Quận 3, Hồ Chí Minh, Việt Nam","Nhà hàng","true",,,"10.7797265","106.6950167","Thứ Tư","Mở cửa cả ngày","Thứ Năm","Mở cửa cả ngày","Thứ Sáu","Mở cửa cả ngày","Thứ Bảy","Mở cửa cả ngày","Chủ Nhật","Mở cửa cả ngày","Thứ Hai","Mở cửa cả ngày","Thứ Ba","Mở cửa cả ngày","+84 355 206 002",,"15","Quận 3, Hồ Chí Minh","QMHW+V2R, Đ. Nguyễn Thị Minh Khai","Indian restaurant","5","https://www.google.com/maps/search/?api=1&query=Indian%20restaurant&query_place_id=ChIJ9Wc0pOUvdTERyl4ivg6mVuw",,"1"
"174A Nguyễn Đình Chiểu, Phường 6, Quận 3, Hồ Chí Minh, Việt Nam","Nhà hàng","false",,,"10.780292","106.691567","Thứ Tư","07:00 to 22:00","Thứ Năm","07:00 to 22:00","Thứ Sáu","07:00 to 22:00","Thứ Bảy","07:00 to 22:00","Chủ Nhật","07:00 to 22:00","Thứ Hai","07:00 to 22:00","Thứ Ba","07:00 to 22:00","+84 28 2224 1883",,"11","Quận 3, Hồ Chí Minh","174A Nguyễn Đình Chiểu","Stix - Banquets & Events","4.2","https://www.google.com/maps/search/?api=1&query=Stix%20-%20Banquets%20%26%20Events&query_place_id=ChIJiZNL8jAvdTERKNkWK5-DuIU","http://www.stix.vn/","713"
"Mai House Saigon Hotel, 01 Ngô Thời Nhiệm, Phường 6, Quận 3, Hồ Chí Minh 70000, Việt Nam","Nhà hàng Pháp hiện đại","false",,,"10.7821856","106.691727","Thứ Tư","06:00 to 22:00","Thứ Năm","06:00 to 22:00","Thứ Sáu","06:00 to 22:00","Thứ Bảy","06:00 to 22:00","Chủ Nhật","06:00 to 22:00","Thứ Hai","06:00 to 22:00","Thứ Ba","06:00 to 22:00","+84 28 7303 9000",,"20","Quận 3, Hồ Chí Minh","Mai House Saigon Hotel, 01 Ngô Thời Nhiệm","C'est La Vie Restaurant","4.5","https://www.google.com/maps/search/?api=1&query=C'est%20La%20Vie%20Restaurant&query_place_id=ChIJ8Qr_4w8vdTER_ZjLAYYcrqM","https://maihouse.com.vn/pages/c-est-la-vie-restaurant","25"
"167 Hai Bà Trưng, Phường 6, Quận 3, Hồ Chí Minh 700000, Việt Nam","Nhà hàng","false",,,"10.7843175","106.6959611","Thứ Tư","10:00 to 14:00","Thứ Năm","10:00 to 14:00","Thứ Sáu","10:00 to 22:00","Thứ Bảy","10:00 to 22:00","Chủ Nhật","11:30 to 14:30","Thứ Hai","10:00 to 14:00","Thứ Ba","10:00 to 14:00","+84 762 464 444",,"63","Quận 3, Hồ Chí Minh","167 Hai Bà Trưng","Food Exchange Restaurant",,"https://www.google.com/maps/search/?api=1&query=Food%20Exchange%20Restaurant&query_place_id=ChIJlW-dug8vdTERp7INkvucI1s","https://www.novotel-saigon-centre.com/","0"
"16 Lê Quý Đôn, Phường 6, Quận 3, Hồ Chí Minh, Việt Nam","Nhà hàng","true",,,"10.7813177","106.6911261","Thứ Tư","10:00 to 21:00","Thứ Năm","10:00 to 21:00","Thứ Sáu","10:00 to 21:00","Thứ Bảy","10:00 to 21:00","Chủ Nhật","10:00 to 21:00","Thứ Hai","10:00 to 21:00","Thứ Ba","10:00 to 21:00","+84 28 3930 6633",,"60","Quận 3, Hồ Chí Minh","16 Lê Quý Đôn","Quán Lẩu 1000 Độ C",,"https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20L%E1%BA%A9u%201000%20%C4%90%E1%BB%99%20C&query_place_id=ChIJrdE2_zAvdTER3DX1ZGBsIho",,"0"
"5 Phạm Ngọc Thạch, Phường 6, Quận 3, Hồ Chí Minh, Việt Nam","Nhà hàng chuyên phục vụ bữa nửa buổi","true",,,"10.7862916","106.6925102","Thứ Tư","08:00 to 20:00","Thứ Năm","08:00 to 20:00","Thứ Sáu","08:00 to 20:00","Thứ Bảy","08:00 to 20:00","Chủ Nhật","08:00 to 20:00","Thứ Hai","08:00 to 20:00","Thứ Ba","08:00 to 20:00","+84 28 3820 9293",,"59","Quận 3, Hồ Chí Minh","5 Phạm Ngọc Thạch","Quán Cơm Asin","5","https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20C%C6%A1m%20Asin&query_place_id=ChIJ-7R-pjMvdTERwVyMnnsGX1Q",,"1"
"MGallery Saigon, Floor 2 78, Đ. Nguyễn Thị Minh Khai, Phường 6, Quận 3, Hồ Chí Minh, Việt Nam","Nhà hàng Việt Nam","false",,,"10.7823659","106.6973005","Thứ Tư","12:00 to 14:00","Thứ Năm","12:00 to 14:00","Thứ Sáu","12:00 to 14:00, 18:00 to 21:00","Thứ Bảy","12:00 to 14:00, 18:00 to 21:00","Chủ Nhật","12:00 to 14:00","Thứ Hai","12:00 to 14:00","Thứ Ba","12:00 to 14:00",,,"58","Quận 3, Hồ Chí Minh","MGallery Saigon, Floor 2 78, Đ. Nguyễn Thị Minh Khai","Saigon Kitchen Restaurant","4.4","https://www.google.com/maps/search/?api=1&query=Saigon%20Kitchen%20Restaurant&query_place_id=ChIJ8cLXXTYvdTERSuathl-4y3Q","https://www.hoteldesartssaigon.com/restaurants-bars/saigon-kitchen-restaurant/","75"
"119 Pasteur, Phường 6, Quận 3, Hồ Chí Minh, Việt Nam","Nhà hàng","true",,,"10.7809346","106.695201","Thứ Tư","07:00 to 15:00","Thứ Năm","07:00 to 15:00","Thứ Sáu","07:00 to 15:00","Thứ Bảy","Đóng cửa","Chủ Nhật","Đóng cửa","Thứ Hai","07:00 to 15:00","Thứ Ba","07:00 to 15:00","+84 349 977 086",,"61","Quận 3, Hồ Chí Minh","119 Pasteur","Vạn Trúc Restaurant","3","https://www.google.com/maps/search/?api=1&query=V%E1%BA%A1n%20Tr%C3%BAc%20Restaurant&query_place_id=ChIJ2Yylny0vdTERrxXtznWgmT0",,"2"
"192 Pasteur, Phường 6, Quận 3, Hồ Chí Minh 700000, Việt Nam","Nhà hàng","false",,,"10.7812296","106.695623","Thứ Tư","11:00 to 22:00","Thứ Năm","11:00 to 22:00","Thứ Sáu","11:00 to 22:00","Thứ Bảy","11:00 to 22:00","Chủ Nhật","11:00 to 22:00","Thứ Hai","11:00 to 22:00","Thứ Ba","11:00 to 22:00","+84 28 3636 5222",,"56","Quận 3, Hồ Chí Minh","192 Pasteur","Orchids Restaurant - Cơm trưa văn phòng","2.5","https://www.google.com/maps/search/?api=1&query=Orchids%20Restaurant%20-%20C%C6%A1m%20tr%C6%B0a%20v%C4%83n%20ph%C3%B2ng&query_place_id=ChIJnS3JaG0vdTERSX31Mhvk1v0",,"2"
"66 Phạm Ngọc Thạch, Phường 6, Quận 3, Hồ Chí Minh 700000, Việt Nam","Nhà hàng món chay","false",,,"10.7863728","106.6920571","Thứ Tư","06:00 to 22:00","Thứ Năm","06:00 to 22:00","Thứ Sáu","06:00 to 22:00","Thứ Bảy","06:00 to 22:00","Chủ Nhật","06:00 to 22:00","Thứ Hai","06:00 to 22:00","Thứ Ba","06:00 to 22:00","+84 923 166 166",,"55","Quận 3, Hồ Chí Minh","66 Phạm Ngọc Thạch","Bánh Mì XANH - Bánh Mì Chay Thượng Hạng","4.8","https://www.google.com/maps/search/?api=1&query=B%C3%A1nh%20M%C3%AC%20XANH%20-%20B%C3%A1nh%20M%C3%AC%20Chay%20Th%C6%B0%E1%BB%A3ng%20H%E1%BA%A1ng&query_place_id=ChIJc_RTS7IvdTEREIH9xawJkRU","https://banhmixanh.com/","125"
"128C Nguyễn Đình Chiểu, Phường 6, Quận 3, Hồ Chí Minh 700000, Việt Nam","Nhà hàng Việt Nam","false",,,"10.7841241","106.6950683","Thứ Tư","07:00 to 23:00","Thứ Năm","07:00 to 23:00","Thứ Sáu","07:00 to 23:00","Thứ Bảy","07:00 to 23:00","Chủ Nhật","07:00 to 23:00","Thứ Hai","07:00 to 23:00","Thứ Ba","07:00 to 23:00","+84 909 130 630",,"53","Quận 3, Hồ Chí Minh","128C Nguyễn Đình Chiểu","Quán Lúa - Món ăn quê Việt","2.5","https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20L%C3%BAa%20-%20M%C3%B3n%20%C4%83n%20qu%C3%AA%20Vi%E1%BB%87t&query_place_id=ChIJ_bfSIW0vdTER1yeYot8tCHk","https://www.facebook.com/quanluasg/","2"
"27 Ngô Thời Nhiệm, Phường 6, Quận 3, Hồ Chí Minh, Việt Nam","Nhà hàng","false",,,"10.7806149","106.6901622","Thứ Tư","10:00 to 23:00","Thứ Năm","10:00 to 23:00","Thứ Sáu","10:00 to 23:00","Thứ Bảy","10:00 to 22:30","Chủ Nhật","10:00 to 23:00","Thứ Hai","10:00 to 23:00","Thứ Ba","10:00 to 23:00","+84 944 164 460",,"52","Quận 3, Hồ Chí Minh","27 Ngô Thời Nhiệm","LoRiEo - Restaurant - Vietnamese Cuisine",,"https://www.google.com/maps/search/?api=1&query=LoRiEo%20-%20Restaurant%20-%20Vietnamese%20Cuisine&query_place_id=ChIJ3WhmjbgvdTERApjTgDGnB2g",,"0"
"54 Trương Quyền, Phường 6, Quận 3, Hồ Chí Minh 700000, Việt Nam","Nhà hàng","true",,,"10.787003","106.6923163","Thứ Tư","07:00 to 21:00","Thứ Năm","07:00 to 21:00","Thứ Sáu","07:00 to 21:00","Thứ Bảy","07:00 to 21:00","Chủ Nhật","07:00 to 21:00","Thứ Hai","07:00 to 21:00","Thứ Ba","07:00 to 21:00",,,"47","Quận 3, Hồ Chí Minh","54 Trương Quyền","Vegan Pho Nhu Restaurant","4.5","https://www.google.com/maps/search/?api=1&query=Vegan%20Pho%20Nhu%20Restaurant&query_place_id=ChIJMWX4CjMvdTERMwwdDWe-iQM",,"11"
"56 Trương Quyền, Phường 6, Quận 3, Hồ Chí Minh, Việt Nam","Nhà hàng hải sản","false","https://food.google.com/chooseprovider?restaurantId=/g/11ssk487pr&g2lbs=AOHF13koECZtLXnc-xiTKyM7frqzlOrAYuQnM0J0Kg1Se-IXM-V1oIOyCVPUiG7Tazy6v7qEIXMACGqRMC1NmT7I2h4wCidLsUyk6a3fT7WzTN9UHCuvAco%3D&hl=vi-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=Z85yZvbxO-mlptQPm-SR-Ac&ei=Z85yZvbxO-mlptQPm-SR-Ac&fo_s=OA,SOE&opi=79508299&foub=mcpp",,"10.7870383","106.6923335","Thứ Tư","11:00 to 22:00","Thứ Năm","11:00 to 22:00","Thứ Sáu","11:00 to 22:00","Thứ Bảy","11:00 to 22:00","Chủ Nhật","11:00 to 22:00","Thứ Hai","11:00 to 22:00","Thứ Ba","11:00 to 22:00","+84 812 017 766",,"54","Quận 3, Hồ Chí Minh","56 Trương Quyền","An Cua restaurant","4.8","https://www.google.com/maps/search/?api=1&query=An%20Cua%20restaurant&query_place_id=ChIJvcsKBPAvdTERJdko6Fh1aUA","https://linktr.ee/ancuasaigon","421"
"66/10 Phạm Ngọc Thạch, Phường 6, Quận 3, Hồ Chí Minh 700000, Việt Nam","Nhà hàng cho người ăn chay","false",,,"10.7864414","106.6923565","Thứ Tư","10:30 to 21:00","Thứ Năm","10:30 to 21:00","Thứ Sáu","10:30 to 21:00","Thứ Bảy","10:30 to 21:00","Chủ Nhật","10:30 to 21:00","Thứ Hai","10:30 to 21:00","Thứ Ba","10:30 to 21:00","+84 862 449 949","$","42","Quận 3, Hồ Chí Minh","66/10 Phạm Ngọc Thạch","Quán chay Lá | Vegetarian Restaurant","4.6","https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20chay%20L%C3%A1%20%7C%20Vegetarian%20Restaurant&query_place_id=ChIJxfYHTU4vdTERxkjMoXWGSf8","https://facebook.com/quanchayla","199"
