"address","categoryName","claimThisBusiness","googleFoodUrl","hotelStars","location/lat","location/lng","openingHours/0/day","openingHours/0/hours","openingHours/1/day","openingHours/1/hours","openingHours/2/day","openingHours/2/hours","openingHours/3/day","openingHours/3/hours","openingHours/4/day","openingHours/4/hours","openingHours/5/day","openingHours/5/hours","openingHours/6/day","openingHours/6/hours","phone","price","rank","state","street","title","totalScore","url","website","reviewsCount"
"18A Cộng Hòa, Phường 12, Quận Tân Bình, Hồ Chí Minh, 736653, Việt Nam","Dịch vụ chuyển phát nhanh","false",,,"10.7990366","106.6545767","Thứ Tư","07:30 to 18:00","Thứ Năm","07:30 to 18:00","Thứ Sáu","07:30 to 18:00","Thứ Bảy","07:30 to 18:00","Chủ Nhật","Đóng cửa","Thứ Hai","07:30 to 18:00","Thứ Ba","07:30 to 18:00","+84 1900 636688",,"39","Hồ Chí Minh","18A Cộng Hòa, Phường 12, Quận Tân Bình","Nhất Tín Logistics","3.8","https://www.google.com/maps/search/?api=1&query=Nh%E1%BA%A5t%20T%C3%ADn%20Logistics&query_place_id=ChIJExhTDm8pdTERu95nkJhovT8","http://www.ntlogistics.vn/","495"
"Viethome Land Building, 16 Bình Giã, Phường 13, Tân Bình, Hồ Chí Minh, Việt Nam","Trung tâm học hành","false",,,"10.798975","106.6439377","Thứ Tư","08:00 to 12:00, 13:30 to 17:30","Thứ Năm","08:00 to 12:00, 13:30 to 17:30","Thứ Sáu","08:00 to 12:00, 13:30 to 17:30","Thứ Bảy","08:00 to 12:00","Chủ Nhật","Đóng cửa","Thứ Hai","08:00 to 12:00, 13:30 to 17:30","Thứ Ba","08:00 to 12:00, 13:30 to 17:30","+84 918 839 015",,"1","Tân Bình, Hồ Chí Minh","Viethome Land Building, 16 Bình Giã","Công Ty Cổ Phần Đầu Tư Giáo Dục Tương Lai Việt - VIETFUTURE",,"https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20Ty%20C%E1%BB%95%20Ph%E1%BA%A7n%20%C4%90%E1%BA%A7u%20T%C6%B0%20Gi%C3%A1o%20D%E1%BB%A5c%20T%C6%B0%C6%A1ng%20Lai%20Vi%E1%BB%87t%20-%20VIETFUTURE&query_place_id=ChIJc0rC8U4pdTERtMq7UqSZep4",,"0"
"25 Plot III, 19/5A street, Tan Binh Industrial Park, Hồ Chí Minh 72009, Việt Nam","Cửa hàng đồng phục","true",,,"10.8014659","106.6525974",,,,,,,,,,,,,,,"+84 901 886 188",,"38","Tân Bình, Hồ Chí Minh","25 Plot III, 19/5A street, Tan Binh Industrial Park","SUTEKI Uniform",,"https://www.google.com/maps/search/?api=1&query=SUTEKI%20Uniform&query_place_id=ChIJNZCXkXUpdTERW6_orUr4cMM","https://suteki.com.vn/","0"
"18E Đ. Cộng Hòa, Street, Tân Bình, Hồ Chí Minh, Việt Nam","Khách sạn","false",,"Khách sạn 5 sao","10.8016472","106.655147",,,,,,,,,,,,,,,"+84 28 3948 5050","63 US$","37","Tân Bình, Hồ Chí Minh","18E Đ. Cộng Hòa","Holiday Inn & Suites Saigon Airport","4.5","https://www.google.com/maps/search/?api=1&query=Holiday%20Inn%20%26%20Suites%20Saigon%20Airport&query_place_id=ChIJ_eaM5x4pdTERlegTAEoaBXs","https://www.ihg.com/holidayinn/hotels/us/en/ho-chi-minh-city/sgnsa/hoteldetail?cm_mmc=GoogleMaps-_-HI-_-VN-_-SGNSA","816"
"RM24+63V, Phường 4, Tân Bình, Hồ Chí Minh, Việt Nam","Bãi đỗ xe","true",,,"10.800616","106.6551581",,,,,,,,,,,,,,,,,"35","Tân Bình, Hồ Chí Minh","RM24+63V","Bãi đỗ xe tham quan Sale Gallery dự án iD Junction",,"https://www.google.com/maps/search/?api=1&query=B%C3%A3i%20%C4%91%E1%BB%97%20xe%20tham%20quan%20Sale%20Gallery%20d%E1%BB%B1%20%C3%A1n%20iD%20Junction&query_place_id=ChIJ09zYuFspdTEREDon-b0ua6A",,"0"
"33 Lê Trung Nghĩa, Phường 12, Tân Bình, Hồ Chí Minh, Việt Nam","Bãi đỗ xe","true",,,"10.8004005","106.6515815",,,,,,,,,,,,,,,"+84 908 680 436",,"34","Tân Bình, Hồ Chí Minh","33 Lê Trung Nghĩa","Công Ty TNHH Thương Mại Dịch Vụ Gigaton",,"https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20Ty%20TNHH%20Th%C6%B0%C6%A1ng%20M%E1%BA%A1i%20D%E1%BB%8Bch%20V%E1%BB%A5%20Gigaton&query_place_id=ChIJq6q2NkgpdTERwQVbWuL7sxg",,"0"
"84 Bình Giã, Phường 13, Tân Bình, Hồ Chí Minh 700000, Việt Nam","Siêu thị","false",,,"10.8010725","106.6447713","Thứ Tư","06:30 to 21:30","Thứ Năm","06:30 to 21:30","Thứ Sáu","06:30 to 21:30","Thứ Bảy","06:30 to 21:30","Chủ Nhật","06:30 to 21:30","Thứ Hai","06:30 to 21:30","Thứ Ba","06:30 to 21:30","+84 1900 1908",,"39","Tân Bình, Hồ Chí Minh","84 Bình Giã","Siêu thị Bách hóa XANH 84 Bình Giã","4","https://www.google.com/maps/search/?api=1&query=Si%C3%AAu%20th%E1%BB%8B%20B%C3%A1ch%20h%C3%B3a%20XANH%2084%20B%C3%ACnh%20Gi%C3%A3&query_place_id=ChIJASOuEE8pdTERZlWnRPTsoJU","https://www.bachhoaxanh.com/","239"
"2 Đ. Trường Chinh, Tây Thạnh, Tân Phú, Hồ Chí Minh, Việt Nam","Văn phòng công ty","false",,,"10.8063853","106.6347414","Thứ Tư","08:00 to 17:00","Thứ Năm","08:00 to 17:00","Thứ Sáu","08:00 to 17:00","Thứ Bảy","08:00 to 17:00","Chủ Nhật","08:00 to 17:00","Thứ Hai","08:00 to 17:00","Thứ Ba","08:00 to 17:00","+84 909 809 561",,"40","Tân Phú, Hồ Chí Minh","2 Đ. Trường Chinh","Mercedes Vietnam Star Trường Chinh","2.5","https://www.google.com/maps/search/?api=1&query=Mercedes%20Vietnam%20Star%20Tr%C6%B0%E1%BB%9Dng%20Chinh&query_place_id=ChIJ2cM2bQondTERCLhmesl_8Bw","https://www.truongchinh.vietnamstar.mercedes-benz.com.vn/passengercars/startpage.html","11"
"20 Đ. Cộng Hòa, Phường 4, Tân Bình, Hồ Chí Minh, Việt Nam","Văn phòng công ty","true",,,"10.8008811","106.6532273",,,,,,,,,,,,,,,"+84 28 2211 7936",,"36","Tân Bình, Hồ Chí Minh","20 Đ. Cộng Hòa","Taleed Pico Center",,"https://www.google.com/maps/search/?api=1&query=Taleed%20Pico%20Center&query_place_id=ChIJrTc5vREpdTERZInixbYd1EQ",,"0"
"18E Đ. Cộng Hòa, Street, Tân Bình, Hồ Chí Minh, Việt Nam","Trà trân châu","true","https://food.google.com/chooseprovider?restaurantId=/g/11h10l4k9j&g2lbs=AOHF13mo39KZVWENaBMe7e8wTXuIcjoGdsmr50II11NHSFWJTkhsDraCRKwqhgNUMVAQv1vgTmHbJvFZERBLB8lr3qn8aCH7HA%3D%3D&hl=vi-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=KNlyZruBCcD0kPIPvuiOSA&ei=KNlyZruBCcD0kPIPvuiOSA&fo_s=OA,SOE&opi=79508299&foub=mcpp",,"10.8017499","106.6548975","Thứ Tư","07:00 to 22:30","Thứ Năm","07:00 to 22:30","Thứ Sáu","07:00 to 22:30","Thứ Bảy","07:00 to 22:30","Chủ Nhật","07:00 to 22:30","Thứ Hai","07:00 to 22:30","Thứ Ba","07:00 to 22:30","+84 28 3811 3000","$$","1","Tân Bình, Hồ Chí Minh","18E Đ. Cộng Hòa","Phuc Long Coffee & Tea Holiday Inn Cong Hoa","4.2","https://www.google.com/maps/search/?api=1&query=Phuc%20Long%20Coffee%20%26%20Tea%20Holiday%20Inn%20Cong%20Hoa&query_place_id=ChIJt40AEsopdTERFFHI7pBf2Tw","http://phuclong.com.vn/","257"
"20 Đ. Cộng Hòa, Phường 12, Tân Bình, Hồ Chí Minh 700000, Việt Nam","Bãi đỗ xe","false",,,"10.8009497","106.6535375","Thứ Tư","Mở cửa cả ngày","Thứ Năm","Mở cửa cả ngày","Thứ Sáu","Mở cửa cả ngày","Thứ Bảy","Mở cửa cả ngày","Chủ Nhật","Mở cửa cả ngày","Thứ Hai","Mở cửa cả ngày","Thứ Ba","Mở cửa cả ngày","+84 973 079 987",,"33","Tân Bình, Hồ Chí Minh","20 Đ. Cộng Hòa","Bãi gửi xe K99 Tân Bình",,"https://www.google.com/maps/search/?api=1&query=B%C3%A3i%20g%E1%BB%ADi%20xe%20K99%20T%C3%A2n%20B%C3%ACnh&query_place_id=ChIJH81JV-opdTER8khPOue4iow","https://baiguixetanbinh.com/","0"
"41 Đ. Núi Thành, Phường 13, Tân Bình, Hồ Chí Minh, Việt Nam","Đại lý cho thuê xe ô tô","true",,,"10.801284","106.643038","Thứ Tư","07:00 to 19:00","Thứ Năm","07:00 to 19:00","Thứ Sáu","07:00 to 19:00","Thứ Bảy","07:00 to 12:00","Chủ Nhật","Đóng cửa","Thứ Hai","07:00 to 19:00","Thứ Ba","07:00 to 19:00",,,"38","Tân Bình, Hồ Chí Minh","41 Đ. Núi Thành","Công Ty Tnhh Dịch Vụ Du Lịch Bp","5","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20Ty%20Tnhh%20D%E1%BB%8Bch%20V%E1%BB%A5%20Du%20L%E1%BB%8Bch%20Bp&query_place_id=ChIJga3zs08pdTEREYMUMu1g0f0",,"2"
"PICO PLAZA, 20 Đ. Cộng Hòa, Phường 12, Tân Bình, Hồ Chí Minh 700000, Việt Nam","Quán cà phê","false",,,"10.8010058","106.652955","Thứ Tư","08:00 to 21:30","Thứ Năm","08:00 to 21:30","Thứ Sáu","08:00 to 22:00","Thứ Bảy","08:00 to 22:00","Chủ Nhật","08:00 to 22:00","Thứ Hai","08:00 to 21:30","Thứ Ba","08:00 to 21:30","+84 28 3620 1392","$$$","31","Tân Bình, Hồ Chí Minh","PICO PLAZA, 20 Đ. Cộng Hòa","Starbucks Lotte Pico","3.6","https://www.google.com/maps/search/?api=1&query=Starbucks%20Lotte%20Pico&query_place_id=ChIJaahY5P8pdTER04bXfQE8W-s","https://www.starbucks.vn/","57"
"358 Đ. Cộng Hòa, Phường 4, Tân Bình, Hồ Chí Minh, Việt Nam","Bệnh viện","false",,,"10.8022938","106.6449502","Thứ Tư","08:30 to 18:30","Thứ Năm","08:30 to 18:30","Thứ Sáu","08:30 to 18:30","Thứ Bảy","08:30 to 18:30","Chủ Nhật","08:30 to 18:30","Thứ Hai","08:30 to 18:30","Thứ Ba","08:30 to 18:30","+84 896 632 969",,"34","Tân Bình, Hồ Chí Minh","358 Đ. Cộng Hòa","Nha khoa Parkway Cộng Hoà","4.3","https://www.google.com/maps/search/?api=1&query=Nha%20khoa%20Parkway%20C%E1%BB%99ng%20Ho%C3%A0&query_place_id=ChIJJcOUAAApdTER0tr68ClLWlo","http://nhakhoaparkway.com/","54"
"Etown, 364 Đ. Cộng Hòa, Phường 13, Tân Bình, Hồ Chí Minh 700000, Việt Nam","Quán cà phê","false",,,"10.8018553","106.6412839","Thứ Tư","07:00 to 18:00","Thứ Năm","07:00 to 18:00","Thứ Sáu","07:00 to 18:00","Thứ Bảy","Đóng cửa","Chủ Nhật","Đóng cửa","Thứ Hai","07:00 to 18:00","Thứ Ba","07:00 to 18:00","+84 28 3620 1364","$$$","35","Tân Bình, Hồ Chí Minh","Etown, 364 Đ. Cộng Hòa","Starbucks Etown 5","4.3","https://www.google.com/maps/search/?api=1&query=Starbucks%20Etown%205&query_place_id=ChIJBYzuJFYpdTERBo5U4OJ5TwE","http://www.starbucks.vn/","133"
"146-148 Đ. Cộng Hòa, Phường 12, Tân Bình, Hồ Chí Minh, Việt Nam","Cửa hàng nội thất","true",,,"10.8017778","106.6519071",,,,,,,,,,,,,,,"+84 28 3811 4942",,"29","Tân Bình, Hồ Chí Minh","146-148 Đ. Cộng Hòa","Văn Phòng Đại Diện Park Corporation Ltd",,"https://www.google.com/maps/search/?api=1&query=V%C4%83n%20Ph%C3%B2ng%20%C4%90%E1%BA%A1i%20Di%E1%BB%87n%20Park%20Corporation%20Ltd&query_place_id=ChIJZUXxGUgpdTEReYp5Bvwbws4",,"0"
"Đ. Cộng Hòa, Phường 4, Tân Bình, Thành phố Hồ Chí Minh 700000, Việt Nam","Khu công nghệ","false",,,"10.8021859","106.6551452",,,,,,,,,,,,,,,"+84 927 191 999",,"28","Tân Bình, Thành phố Hồ Chí Minh","Đ. Cộng Hòa","hihi việt nam",,"https://www.google.com/maps/search/?api=1&query=hihi%20vi%E1%BB%87t%20nam&query_place_id=ChIJc5_ws9EpdTERl_xpUOpuJ44",,"0"
"148 Đ. Cộng Hòa, Phường 15, Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,"true",,,"10.8008405","106.6536763",,,,,,,,,,,,,,,,,"27","Tân Bình, Thành phố Hồ Chí Minh","148 Đ. Cộng Hòa","Công Ty Tnhh Park Corp Việt Nam",,"https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20Ty%20Tnhh%20Park%20Corp%20Vi%E1%BB%87t%20Nam&query_place_id=ChIJyzd7EEgpdTERkrB2tkCpYdQ",,"0"
"481/3 Hẻm 481 Trường Chinh, Phường 14, Tân Bình, Hồ Chí Minh, Việt Nam","Khu đậu xe công cộng","true",,,"10.8005235","106.6388679","Thứ Tư","Mở cửa cả ngày","Thứ Năm","Mở cửa cả ngày","Thứ Sáu","Mở cửa cả ngày","Thứ Bảy","Mở cửa cả ngày","Chủ Nhật","Mở cửa cả ngày","Thứ Hai","Mở cửa cả ngày","Thứ Ba","Mở cửa cả ngày","+84 925 424 242",,"32","Tân Bình, Hồ Chí Minh","481/3 Hẻm 481 Trường Chinh","BÃI ĐẬU XE & CHĂM SÓC XE 90S","5","https://www.google.com/maps/search/?api=1&query=B%C3%83I%20%C4%90%E1%BA%ACU%20XE%20%26%20CH%C4%82M%20S%C3%93C%20XE%2090S&query_place_id=ChIJeQ7gO8opdTERopMSKFzs0UE","http://90scoffee.vn/","2"
"556 Đ. Cộng Hòa, Phường 13, Tân Bình, Thành phố Hồ Chí Minh 700000, Việt Nam","Khu thương mại","true",,,"10.8029421","106.6394075","Thứ Tư","08:30 to 22:00","Thứ Năm","08:30 to 22:00","Thứ Sáu","08:30 to 22:00","Thứ Bảy","09:00 to 22:00","Chủ Nhật","09:00 to 22:00","Thứ Hai","08:30 to 22:00","Thứ Ba","08:30 to 22:00","+84 908 868 968",,"31","Tân Bình, Thành phố Hồ Chí Minh","556 Đ. Cộng Hòa","Công Ty TNHH Mắt Kính Khôi Nguyên",,"https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20Ty%20TNHH%20M%E1%BA%AFt%20K%C3%ADnh%20Kh%C3%B4i%20Nguy%C3%AAn&query_place_id=ChIJkUVG9gspdTER6lDhh0z24Yc","http://matkinhkhoinguyen.chiliweb.org/","0"
"16 Đ. Ấp Bắc, Phường 13, Tân Bình, Hồ Chí Minh, Việt Nam","Cửa hàng tiện lợi","false",,,"10.8008768","106.6415335","Thứ Tư","Mở cửa cả ngày","Thứ Năm","Mở cửa cả ngày","Thứ Sáu","Mở cửa cả ngày","Thứ Bảy","Mở cửa cả ngày","Chủ Nhật","Mở cửa cả ngày","Thứ Hai","Mở cửa cả ngày","Thứ Ba","Mở cửa cả ngày","+84 28 3849 8990",,"33","Tân Bình, Hồ Chí Minh","16 Đ. Ấp Bắc","Circle K Viet Nam","2.9","https://www.google.com/maps/search/?api=1&query=Circle%20K%20Viet%20Nam&query_place_id=ChIJLR0omwspdTERjbju3qejZDk","https://www.circlek.com.vn/en/store-locator/","46"
"59 Bình Giã, Phường 13, Tân Bình, Hồ Chí Minh, Việt Nam","Bãi đỗ xe","true",,,"10.8008731","106.6445647",,,,,,,,,,,,,,,,,"30","Tân Bình, Hồ Chí Minh","59 Bình Giã","Bãi Giữ Xe Quang Đại","4","https://www.google.com/maps/search/?api=1&query=B%C3%A3i%20Gi%E1%BB%AF%20Xe%20Quang%20%C4%90%E1%BA%A1i&query_place_id=ChIJs94NAsApdTERRp0dHQAJ5rE",,"1"
"14 Đ. Ấp Bắc, Phường 13, Tân Bình, Thành phố Hồ Chí Minh, Việt Nam","Khách sạn","true",,"Khách sạn 1 sao","10.8008333","106.6416667",,,,,,,,,,,,,,,"+84 28 3810 9555",,"1","Tân Bình, Thành phố Hồ Chí Minh","14 Đ. Ấp Bắc","Minh Chau 2 Hotel","4","https://www.google.com/maps/search/?api=1&query=Minh%20Chau%202%20Hotel&query_place_id=ChIJwUaLzU8pdTERE4zI1jysHos",,"142"
"16 Đ. Ấp Bắc, Phường 13, Tân Bình, Hồ Chí Minh, Việt Nam","Cửa hàng phụ kiện thời trang","true",,,"10.8008745","106.6415626","Thứ Tư","09:00 to 20:00","Thứ Năm","09:00 to 20:00","Thứ Sáu","09:00 to 20:00","Thứ Bảy","09:00 to 20:00","Chủ Nhật","09:00 to 17:00","Thứ Hai","09:00 to 20:00","Thứ Ba","09:00 to 20:00","+84 909 862 605",,"2","Tân Bình, Hồ Chí Minh","16 Đ. Ấp Bắc","Handy Store","4.8","https://www.google.com/maps/search/?api=1&query=Handy%20Store&query_place_id=ChIJE0jXxk8pdTERwAel3DvdVE8",,"4"
"39 Đ. Cộng Hòa, Phường 13, Tân Bình, Hồ Chí Minh 70000, Việt Nam","Bãi đỗ xe","true",,,"10.803527","106.6447309",,,,,,,,,,,,,,,"+84 909 394 567",,"28","Tân Bình, Hồ Chí Minh","39 Đ. Cộng Hòa","KHO BÃI CỘNG HÒA","5","https://www.google.com/maps/search/?api=1&query=KHO%20B%C3%83I%20C%E1%BB%98NG%20H%C3%92A&query_place_id=ChIJx79LdyApdTERhYzh0uE-hc8",,"1"
"RJ2W+M3F, Bình Giã, Phường 13, Tân Bình, Hồ Chí Minh, Việt Nam","Bãi đỗ xe trung chuyển","true",,,"10.8016954","106.6451588",,,,,,,,,,,,,,,,,"27","Tân Bình, Hồ Chí Minh","RJ2W+M3F, Bình Giã","CONG VIEN BINH GIA",,"https://www.google.com/maps/search/?api=1&query=CONG%20VIEN%20BINH%20GIA&query_place_id=ChIJ3QwqFU8pdTERGuMtGVPJdXo",,"0"
"302 Đ. Cộng Hòa, Phường 13, Tân Bình, Hồ Chí Minh, Việt Nam","Bãi đỗ xe","false",,,"10.8021881","106.6462612","Thứ Tư","Mở cửa cả ngày","Thứ Năm","Mở cửa cả ngày","Thứ Sáu","Mở cửa cả ngày","Thứ Bảy","Mở cửa cả ngày","Chủ Nhật","Mở cửa cả ngày","Thứ Hai","Mở cửa cả ngày","Thứ Ba","Mở cửa cả ngày","+84 1900 9227",,"29","Tân Bình, Hồ Chí Minh","302 Đ. Cộng Hòa","Xe Đi Campuchia - Xe Thái Dương","4.5","https://www.google.com/maps/search/?api=1&query=Xe%20%C4%90i%20Campuchia%20-%20Xe%20Th%C3%A1i%20D%C6%B0%C6%A1ng&query_place_id=ChIJa2mE8nTlNTERE2Ki8Zmb8PU","https://thaiduonglimousine.com/","20"
"311 Nguyễn Thái Bình, Phường 12, Tân Bình, Hồ Chí Minh 700000, Việt Nam","Vườn","true",,,"10.7964987","106.6534583",,,,,,,,,,,,,,,,,"19","Tân Bình, Hồ Chí Minh","311 Nguyễn Thái Bình","YoN Garden",,"https://www.google.com/maps/search/?api=1&query=YoN%20Garden&query_place_id=ChIJ47BSsU4pdTER_v3y9lInmlQ",,"0"
"48 Hẻm 23 Đ. C1, Phường 13, Tân Bình, Hồ Chí Minh 72100, Việt Nam","Nhà hàng","false","https://food.google.com/chooseprovider?restaurantId=/g/11jk352r60&g2lbs=AOHF13nYu6Qnhpfe_o3m_f6jA5Px1eQxSUUCw05sHGhCVIaZCGa3Mr3WcyEyZw0wLaAldxutVO2u4aK_cqN0ZrnTO9zal9BJSg%3D%3D&hl=vi-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=w9lyZuGIDNG6kPIP-f68oAg&ei=w9lyZuGIDNG6kPIP-f68oAg&fo_s=OA,SOE&opi=79508299&foub=mcpp",,"10.803729","106.6458807","Thứ Tư","09:00 to 21:00","Thứ Năm","09:00 to 21:00","Thứ Sáu","09:00 to 21:00","Thứ Bảy","09:00 to 21:00","Chủ Nhật","09:00 to 21:00","Thứ Hai","09:00 to 21:00","Thứ Ba","09:00 to 21:00","+84 938 909 092",,"24","Tân Bình, Hồ Chí Minh","48 Hẻm 23 Đ. C1","Mì trộn Park Kim Thang Tân Bình","4.9","https://www.google.com/maps/search/?api=1&query=M%C3%AC%20tr%E1%BB%99n%20Park%20Kim%20Thang%20T%C3%A2n%20B%C3%ACnh&query_place_id=ChIJR351m1spdTERJNru3ybRwOM","http://www.parkkimthang.com/","561"
